357	-0.125
358	-0.105
359	-0.085
360	-0.015
361	0.020
362	0.030
363	0.135
364	0.160
365	0.105
366	0.030
367	-0.050
368	-0.050
369	-0.170
370	-0.205
371	-0.215
372	-0.175
373	-0.210
374	-0.215
375	0.175
376	1.090
377	1.700
378	0.335
379	-0.615
380	-0.705
381	-0.460
382	-0.175
383	-0.165
384	-0.145
385	-0.155
386	-0.115
387	-0.120
388	-0.105
389	-0.105
390	-0.085
391	-0.060
392	-0.015
393	-0.005
394	0.020
395	0.050
396	0.080
397	0.105
398	0.180
399	0.205
400	0.240
401	0.235
402	0.270
403	0.270
404	0.280
405	0.260
406	0.230
407	0.175
408	0.135
409	0.090
410	0.045
411	0.000
412	-0.005
413	-0.025
414	-0.025
415	-0.025
416	-0.020
417	0.000
418	-0.005
419	-0.005
420	-0.005
421	-0.005
422	-0.010
423	-0.025
424	-0.020
425	-0.040
426	-0.040
427	-0.040
428	-0.050
429	-0.060
430	-0.050
431	-0.065
432	-0.060
433	-0.070
434	-0.060
435	-0.090
436	-0.080
437	-0.095
438	-0.085
439	-0.100
440	-0.090
441	-0.095
442	-0.085
443	-0.100
444	-0.075
445	-0.095
446	-0.080
447	-0.075
448	0.000
449	0.030
450	0.035
451	0.135
452	0.145
453	0.070
454	0.015
455	-0.045
456	-0.055
457	-0.185
458	-0.190
459	-0.220
460	-0.180
461	-0.210
462	-0.185
463	0.220
464	1.150
465	1.720
466	0.155
467	-0.700
468	-0.660
469	-0.405
470	-0.150
471	-0.160
472	-0.135
473	-0.145
474	-0.120
475	-0.125
476	-0.090
477	-0.090
478	-0.055
479	-0.040
480	-0.015
481	0.000
482	0.030
483	0.050
484	0.095
485	0.110
486	0.165
487	0.190
488	0.230
489	0.245
490	0.255
491	0.255
492	0.265
493	0.255
494	0.230
495	0.185
496	0.145
497	0.100
498	0.060
499	0.025
500	0.025
501	0.010
502	0.010
503	0.010
504	0.015
505	0.010
506	0.025
507	0.020
508	0.020
509	0.020
510	0.015
511	0.000
512	0.000
513	-0.010
514	-0.015
515	-0.020
516	-0.030
517	-0.035
518	-0.035
519	-0.045
520	-0.040
521	-0.045
522	-0.045
523	-0.055
524	-0.045
525	-0.055
526	-0.045
527	-0.060
528	-0.050
529	-0.060
530	-0.055
531	-0.080
532	-0.065
533	-0.090
534	-0.075
535	-0.090
536	-0.070
537	-0.075
538	-0.065
539	-0.080
540	-0.065
541	-0.030
542	0.025
543	0.040
544	0.065
545	0.180
546	0.145
547	0.055
548	0.015
549	-0.035
550	-0.060
551	-0.175
552	-0.170
553	-0.195
554	-0.175
555	-0.220
556	-0.115
557	0.355
558	1.240
559	1.595
560	-0.115
561	-0.815
562	-0.565
563	-0.300
564	-0.130
565	-0.160
566	-0.130
567	-0.135
568	-0.110
569	-0.120
570	-0.090
571	-0.085
572	-0.055
573	-0.040
574	-0.005
575	0.000
576	0.040
577	0.050
578	0.095
579	0.125
580	0.170
581	0.190
582	0.220
583	0.230
584	0.245
585	0.250
586	0.260
587	0.240
588	0.220
589	0.175
590	0.135
591	0.085
592	0.055
593	0.020
594	0.015
595	0.010
596	0.010
597	0.000
598	0.000
599	0.000
600	0.010
601	0.005
602	0.020
603	0.010
604	0.000
605	-0.010
606	-0.015
607	-0.020
608	-0.020
609	-0.025
610	-0.035
611	-0.030
612	-0.045
613	-0.050
614	-0.050
615	-0.055
616	-0.065
617	-0.065
618	-0.060
619	-0.065
620	-0.070
621	-0.060
622	-0.060
623	-0.055
624	-0.060
625	-0.065
626	-0.080
627	-0.065
628	-0.080
629	-0.065
630	-0.075
631	-0.070
632	-0.085
633	-0.070
634	-0.085
635	-0.075
636	-0.085
637	-0.060
638	-0.045
639	0.020
640	0.040
641	0.055
642	0.180
643	0.155
644	0.060
645	0.020
646	-0.025
647	-0.055
648	-0.180
649	-0.160
650	-0.170
651	-0.165
652	-0.195
653	-0.100
654	0.350
655	1.115
656	1.495
657	-0.040
658	-0.730
659	-0.620
660	-0.365
661	-0.130
662	-0.150
663	-0.135
664	-0.150
665	-0.120
666	-0.130
667	-0.105
668	-0.090
669	-0.055
670	-0.060
671	-0.035
672	-0.015
673	0.020
674	0.045
675	0.065
676	0.095
677	0.145
678	0.180
679	0.215
680	0.200
681	0.225
682	0.235
683	0.245
684	0.235
685	0.225
686	0.175
687	0.130
688	0.090
689	0.050
690	0.035
691	0.015
692	0.005
693	0.000
694	-0.005
695	0.000
696	0.000
697	0.000
698	0.000
699	-0.005
700	-0.005
701	-0.020
702	-0.020
703	-0.040
704	-0.050
705	-0.060
706	-0.060
707	-0.060
708	-0.070
709	-0.065
710	-0.075
711	-0.070
712	-0.065
713	-0.075
714	-0.075
715	-0.075
716	-0.090
717	-0.075
718	-0.085
719	-0.080
720	-0.090
721	-0.075
722	-0.090
723	-0.080
724	-0.090
725	-0.080
726	-0.100
727	-0.085
728	-0.100
729	-0.075
730	-0.085
731	-0.090
732	-0.075
733	-0.015
734	0.025
735	0.055
736	0.155
737	0.160
738	0.095
739	0.015
740	-0.035
741	-0.050
742	-0.175
743	-0.170
744	-0.190
745	-0.175
746	-0.200
747	-0.105
748	0.335
749	1.095
750	1.470
751	0.065
752	-0.660
753	-0.690
754	-0.440
755	-0.185
756	-0.160
757	-0.135
758	-0.135
759	-0.115
760	-0.115
761	-0.110
762	-0.095
763	-0.055
764	-0.050
765	-0.015
766	-0.005
767	0.045
768	0.050
769	0.095
770	0.120
771	0.165
772	0.185
773	0.210
774	0.225
775	0.245
776	0.240
777	0.240
778	0.235
779	0.210
780	0.165
781	0.125
782	0.070
783	0.045
784	0.010
785	0.020
786	0.005
787	0.000
788	0.000
789	0.000
790	0.000
791	0.000
792	-0.005
793	-0.010
794	-0.005
795	-0.025
796	-0.005
797	-0.040
798	-0.040
799	-0.045
800	-0.045
801	-0.040
802	-0.055
803	-0.065
804	-0.050
805	-0.065
806	-0.065
807	-0.065
808	-0.065
809	-0.070
810	-0.065
811	-0.070
812	-0.065
813	-0.070
814	-0.070
815	-0.085
816	-0.060
817	-0.090
818	-0.065
819	-0.085
820	-0.080
821	-0.085
822	-0.050
823	-0.090
824	-0.075
825	-0.055
826	0.005
827	0.055
828	0.060
829	0.160
830	0.155
831	0.080
832	0.015
833	-0.020
834	-0.045
835	-0.170
836	-0.170
837	-0.175
838	-0.160
839	-0.200
840	-0.105
841	0.360
842	1.160
843	1.550
844	0.070
845	-0.690
846	-0.660
847	-0.410
848	-0.155
849	-0.155
850	-0.135
851	-0.135
852	-0.105
853	-0.110
854	-0.085
855	-0.090
856	-0.065
857	-0.045
858	-0.005
859	0.000
860	0.040
861	0.065
862	0.100
863	0.120
864	0.175
865	0.190
866	0.230
867	0.255
868	0.270
869	0.265
870	0.275
871	0.245
872	0.215
873	0.175
874	0.140
875	0.095
876	0.040
877	0.025
878	0.015
879	0.000
880	0.000
881	0.000
882	0.000
883	0.000
884	0.000
885	0.000
886	0.000
887	-0.005
888	-0.010
889	-0.010
890	-0.015
891	-0.030
892	-0.035
893	-0.045
894	-0.045
895	-0.050
896	-0.045
897	-0.065
898	-0.070
899	-0.075
900	-0.070
901	-0.090
902	-0.085
903	-0.090
904	-0.070
905	-0.085
906	-0.085
907	-0.095
908	-0.085
909	-0.090
910	-0.085
911	-0.090
912	-0.090
913	-0.100
914	-0.090
915	-0.105
916	-0.090
917	-0.100
918	-0.085
919	-0.055
920	0.000
921	0.035
922	0.050
923	0.170
924	0.135
925	0.060
926	0.010
927	-0.035
928	-0.075
929	-0.190
930	-0.185
931	-0.205
932	-0.180
933	-0.225
934	-0.110
935	0.380
936	1.215
937	1.545
938	-0.025
939	-0.765
940	-0.620
941	-0.370
942	-0.155
943	-0.170
944	-0.145
945	-0.160
946	-0.130
947	-0.145
948	-0.125
949	-0.120
950	-0.080
951	-0.065
952	-0.035
953	-0.020
954	0.010
955	0.035
956	0.080
957	0.105
958	0.155
959	0.180
960	0.220
961	0.225
962	0.240
963	0.235
964	0.245
965	0.225
966	0.200
967	0.155
968	0.115
969	0.075
970	0.050
971	0.020
972	0.000
973	-0.010
974	-0.015
975	-0.010
976	-0.010
977	-0.005
978	0.000
979	0.000
980	0.000
981	0.000
982	0.000
983	-0.005
984	-0.010
985	-0.020
986	-0.025
987	-0.035
988	-0.045
989	-0.055
990	-0.055
991	-0.060
992	-0.060
993	-0.060
994	-0.055
995	-0.055
996	-0.055
997	-0.065
998	-0.060
999	-0.055
